"film_id","title","description","release_year","language_id","rental_duration","rental_rate","length","replacement_cost","rating","last_update","special_features","fulltext","actor_id","film_id-2","last_update-2","actor_id-2","first_name","last_name","last_update-3","language_id-2","language_name","last_update-4"
29,"Antitrust Tomatoes","A Fateful Yarn of a Womanizer And a Feminist who must Succumb a Database Administrator in Ancient India",2006,1,5,"2.99",168,"11.99","NC-17","2013-05-26 14:50:58.951","{Trailers,Commentaries,""Deleted Scenes""}","'administr':17 'ancient':19 'antitrust':1 'databas':16 'fate':4 'feminist':11 'india':20 'must':13 'succumb':14 'tomato':2 'woman':8 'yarn':5",6,29,"2006-02-15 10:05:03",6,"Bette","Nicholson","2013-05-26 14:47:57.62",1,"English             ","2006-02-15 10:02:19"
53,"Bang Kwai","A Epic Drama of a Madman And a Cat who must Face a A Shark in An Abandoned Amusement Park",2006,1,5,"2.99",87,"25.99","NC-17","2013-05-26 14:50:58.951","{Commentaries,""Deleted Scenes"",""Behind the Scenes""}","'abandon':20 'amus':21 'bang':1 'cat':11 'drama':5 'epic':4 'face':14 'kwai':2 'madman':8 'must':13 'park':22 'shark':17",6,53,"2006-02-15 10:05:03",6,"Bette","Nicholson","2013-05-26 14:47:57.62",1,"English             ","2006-02-15 10:02:19"
60,"Beast Hunchback","A Awe-Inspiring Epistle of a Student And a Squirrel who must Defeat a Boy in Ancient China",2006,1,3,"4.99",89,"22.99","R","2013-05-26 14:50:58.951","{""Deleted Scenes"",""Behind the Scenes""}","'ancient':20 'awe':5 'awe-inspir':4 'beast':1 'boy':18 'china':21 'defeat':16 'epistl':7 'hunchback':2 'inspir':6 'must':15 'squirrel':13 'student':10",6,60,"2006-02-15 10:05:03",6,"Bette","Nicholson","2013-05-26 14:47:57.62",1,"English             ","2006-02-15 10:02:19"
70,"Bikini Borrowers","A Astounding Drama of a Astronaut And a Cat who must Discover a Woman in The First Manned Space Station",2006,1,7,"4.99",142,"26.99","NC-17","2013-05-26 14:50:58.951","{Commentaries,""Deleted Scenes""}","'astound':4 'astronaut':8 'bikini':1 'borrow':2 'cat':11 'discov':14 'drama':5 'first':19 'man':20 'must':13 'space':21 'station':22 'woman':16",6,70,"2006-02-15 10:05:03",6,"Bette","Nicholson","2013-05-26 14:47:57.62",1,"English             ","2006-02-15 10:02:19"
112,"Calendar Gunfight","A Thrilling Drama of a Frisbee And a Lumberjack who must Sink a Man in Nigeria",2006,1,4,"4.99",120,"22.99","NC-17","2013-05-26 14:50:58.951","{Trailers,Commentaries,""Behind the Scenes""}","'calendar':1 'drama':5 'frisbe':8 'gunfight':2 'lumberjack':11 'man':16 'must':13 'nigeria':18 'sink':14 'thrill':4",6,112,"2006-02-15 10:05:03",6,"Bette","Nicholson","2013-05-26 14:47:57.62",1,"English             ","2006-02-15 10:02:19"
164,"Coast Rainbow","A Astounding Documentary of a Mad Cow And a Pioneer who must Challenge a Butler in The Sahara Desert",2006,1,4,"0.99",55,"20.99","PG","2013-05-26 14:50:58.951","{Trailers,Commentaries,""Deleted Scenes"",""Behind the Scenes""}","'astound':4 'butler':17 'challeng':15 'coast':1 'cow':9 'desert':21 'documentari':5 'mad':8 'must':14 'pioneer':12 'rainbow':2 'sahara':20",6,164,"2006-02-15 10:05:03",6,"Bette","Nicholson","2013-05-26 14:47:57.62",1,"English             ","2006-02-15 10:02:19"
165,"Coldblooded Darling","A Brilliant Panorama of a Dentist And a Moose who must Find a Student in The Gulf of Mexico",2006,1,7,"4.99",70,"27.99","G","2013-05-26 14:50:58.951","{Trailers,""Deleted Scenes""}","'brilliant':4 'coldblood':1 'darl':2 'dentist':8 'find':14 'gulf':19 'mexico':21 'moos':11 'must':13 'panorama':5 'student':16",6,165,"2006-02-15 10:05:03",6,"Bette","Nicholson","2013-05-26 14:47:57.62",1,"English             ","2006-02-15 10:02:19"
193,"Crossroads Casualties","A Intrepid Documentary of a Sumo Wrestler And a Astronaut who must Battle a Composer in The Outback",2006,1,5,"2.99",153,"20.99","G","2013-05-26 14:50:58.951","{Trailers,Commentaries,""Behind the Scenes""}","'astronaut':12 'battl':15 'casualti':2 'compos':17 'crossroad':1 'documentari':5 'intrepid':4 'must':14 'outback':20 'sumo':8 'wrestler':9",6,193,"2006-02-15 10:05:03",6,"Bette","Nicholson","2013-05-26 14:47:57.62",1,"English             ","2006-02-15 10:02:19"
256,"Drop Waterfront","A Fanciful Documentary of a Husband And a Explorer who must Reach a Madman in Ancient China",2006,1,6,"4.99",178,"20.99","R","2013-05-26 14:50:58.951","{Trailers,Commentaries}","'ancient':18 'china':19 'documentari':5 'drop':1 'explor':11 'fanci':4 'husband':8 'madman':16 'must':13 'reach':14 'waterfront':2",6,256,"2006-02-15 10:05:03",6,"Bette","Nicholson","2013-05-26 14:47:57.62",1,"English             ","2006-02-15 10:02:19"
451,"Igby Maker","A Epic Documentary of a Hunter And a Dog who must Outgun a Dog in A Baloon Factory",2006,1,7,"4.99",160,"12.99","NC-17","2013-05-26 14:50:58.951","{Trailers,""Behind the Scenes""}","'baloon':19 'documentari':5 'dog':11,16 'epic':4 'factori':20 'hunter':8 'igbi':1 'maker':2 'must':13 'outgun':14",6,451,"2006-02-15 10:05:03",6,"Bette","Nicholson","2013-05-26 14:47:57.62",1,"English             ","2006-02-15 10:02:19"
503,"Kramer Chocolate","A Amazing Yarn of a Robot And a Pastry Chef who must Redeem a Mad Scientist in The Outback",2006,1,3,"2.99",171,"24.99","R","2013-05-26 14:50:58.951","{Trailers}","'amaz':4 'chef':12 'chocol':2 'kramer':1 'mad':17 'must':14 'outback':21 'pastri':11 'redeem':15 'robot':8 'scientist':18 'yarn':5",6,503,"2006-02-15 10:05:03",6,"Bette","Nicholson","2013-05-26 14:47:57.62",1,"English             ","2006-02-15 10:02:19"
509,"Language Cowboy","A Epic Yarn of a Cat And a Madman who must Vanquish a Dentist in An Abandoned Amusement Park",2006,1,5,"0.99",78,"26.99","NC-17","2013-05-26 14:50:58.951","{Trailers,""Deleted Scenes""}","'abandon':19 'amus':20 'cat':8 'cowboy':2 'dentist':16 'epic':4 'languag':1 'madman':11 'must':13 'park':21 'vanquish':14 'yarn':5",6,509,"2006-02-15 10:05:03",6,"Bette","Nicholson","2013-05-26 14:47:57.62",1,"English             ","2006-02-15 10:02:19"
517,"Lesson Cleopatra","A Emotional Display of a Man And a Explorer who must Build a Boy in A Manhattan Penthouse",2006,1,3,"0.99",167,"28.99","NC-17","2013-05-26 14:50:58.951","{""Deleted Scenes"",""Behind the Scenes""}","'boy':16 'build':14 'cleopatra':2 'display':5 'emot':4 'explor':11 'lesson':1 'man':8 'manhattan':19 'must':13 'penthous':20",6,517,"2006-02-15 10:05:03",6,"Bette","Nicholson","2013-05-26 14:47:57.62",1,"English             ","2006-02-15 10:02:19"
519,"Liberty Magnificent","A Boring Drama of a Student And a Cat who must Sink a Technical Writer in A Baloon",2006,1,3,"2.99",138,"27.99","G","2013-05-26 14:50:58.951","{Commentaries,""Deleted Scenes"",""Behind the Scenes""}","'baloon':20 'bore':4 'cat':11 'drama':5 'liberti':1 'magnific':2 'must':13 'sink':14 'student':8 'technic':16 'writer':17",6,519,"2006-02-15 10:05:03",6,"Bette","Nicholson","2013-05-26 14:47:57.62",1,"English             ","2006-02-15 10:02:19"
605,"Mulholland Beast","A Awe-Inspiring Display of a Husband And a Squirrel who must Battle a Sumo Wrestler in A Jet Boat",2006,1,7,"2.99",157,"13.99","PG","2013-05-26 14:50:58.951","{Trailers,""Deleted Scenes"",""Behind the Scenes""}","'awe':5 'awe-inspir':4 'battl':16 'beast':2 'boat':23 'display':7 'husband':10 'inspir':6 'jet':22 'mulholland':1 'must':15 'squirrel':13 'sumo':18 'wrestler':19",6,605,"2006-02-15 10:05:03",6,"Bette","Nicholson","2013-05-26 14:47:57.62",1,"English             ","2006-02-15 10:02:19"
692,"Potluck Mixed","A Beautiful Story of a Dog And a Technical Writer who must Outgun a Student in A Baloon",2006,1,3,"2.99",179,"10.99","G","2013-05-26 14:50:58.951","{""Behind the Scenes""}","'baloon':20 'beauti':4 'dog':8 'mix':2 'must':14 'outgun':15 'potluck':1 'stori':5 'student':17 'technic':11 'writer':12",6,692,"2006-02-15 10:05:03",6,"Bette","Nicholson","2013-05-26 14:47:57.62",1,"English             ","2006-02-15 10:02:19"
826,"Speed Suit","A Brilliant Display of a Frisbee And a Mad Scientist who must Succumb a Robot in Ancient China",2006,1,7,"4.99",124,"19.99","PG-13","2013-05-26 14:50:58.951","{Commentaries,""Behind the Scenes""}","'ancient':19 'brilliant':4 'china':20 'display':5 'frisbe':8 'mad':11 'must':14 'robot':17 'scientist':12 'speed':1 'succumb':15 'suit':2",6,826,"2006-02-15 10:05:03",6,"Bette","Nicholson","2013-05-26 14:47:57.62",1,"English             ","2006-02-15 10:02:19"
892,"Titanic Boondock","A Brilliant Reflection of a Feminist And a Dog who must Fight a Boy in A Baloon Factory",2006,1,3,"4.99",104,"18.99","R","2013-05-26 14:50:58.951","{Trailers,Commentaries,""Deleted Scenes"",""Behind the Scenes""}","'baloon':19 'boondock':2 'boy':16 'brilliant':4 'dog':11 'factori':20 'feminist':8 'fight':14 'must':13 'reflect':5 'titan':1",6,892,"2006-02-15 10:05:03",6,"Bette","Nicholson","2013-05-26 14:47:57.62",1,"English             ","2006-02-15 10:02:19"
902,"Trading Pinocchio","A Emotional Character Study of a Student And a Explorer who must Discover a Frisbee in The First Manned Space Station",2006,1,6,"4.99",170,"22.99","PG","2013-05-26 14:50:58.951","{Trailers,""Deleted Scenes"",""Behind the Scenes""}","'charact':5 'discov':15 'emot':4 'explor':12 'first':20 'frisbe':17 'man':21 'must':14 'pinocchio':2 'space':22 'station':23 'student':9 'studi':6 'trade':1",6,902,"2006-02-15 10:05:03",6,"Bette","Nicholson","2013-05-26 14:47:57.62",1,"English             ","2006-02-15 10:02:19"
994,"Wyoming Storm","A Awe-Inspiring Panorama of a Robot And a Boat who must Overcome a Feminist in A U-Boat",2006,1,6,"4.99",100,"29.99","PG-13","2013-05-26 14:50:58.951","{""Deleted Scenes""}","'awe':5 'awe-inspir':4 'boat':13,23 'feminist':18 'inspir':6 'must':15 'overcom':16 'panorama':7 'robot':10 'storm':2 'u':22 'u-boat':21 'wyom':1",6,994,"2006-02-15 10:05:03",6,"Bette","Nicholson","2013-05-26 14:47:57.62",1,"English             ","2006-02-15 10:02:19"
25,"Angels Life","A Thoughtful Display of a Woman And a Astronaut who must Battle a Robot in Berlin",2006,1,3,"2.99",74,"15.99","G","2013-05-26 14:50:58.951","{Trailers}","'angel':1 'astronaut':11 'battl':14 'berlin':18 'display':5 'life':2 'must':13 'robot':16 'thought':4 'woman':8",7,25,"2006-02-15 10:05:03",7,"Grace","Mostel","2013-05-26 14:47:57.62",1,"English             ","2006-02-15 10:02:19"
27,"Anonymous Human","A Amazing Reflection of a Database Administrator And a Astronaut who must Outrace a Database Administrator in A Shark Tank",2006,1,7,"0.99",179,"12.99","NC-17","2013-05-26 14:50:58.951","{""Deleted Scenes"",""Behind the Scenes""}","'administr':9,18 'amaz':4 'anonym':1 'astronaut':12 'databas':8,17 'human':2 'must':14 'outrac':15 'reflect':5 'shark':21 'tank':22",7,27,"2006-02-15 10:05:03",7,"Grace","Mostel","2013-05-26 14:47:57.62",1,"English             ","2006-02-15 10:02:19"
35,"Arachnophobia Rollercoaster","A Action-Packed Reflection of a Pastry Chef And a Composer who must Discover a Mad Scientist in The First Manned Space Station",2006,1,4,"2.99",147,"24.99","PG-13","2013-05-26 14:50:58.951","{Trailers,""Deleted Scenes"",""Behind the Scenes""}","'action':5 'action-pack':4 'arachnophobia':1 'chef':11 'compos':14 'discov':17 'first':23 'mad':19 'man':24 'must':16 'pack':6 'pastri':10 'reflect':7 'rollercoast':2 'scientist':20 'space':25 'station':26",7,35,"2006-02-15 10:05:03",7,"Grace","Mostel","2013-05-26 14:47:57.62",1,"English             ","2006-02-15 10:02:19"
67,"Berets Agent","A Taut Saga of a Crocodile And a Boy who must Overcome a Technical Writer in Ancient China",2006,1,5,"2.99",77,"24.99","PG-13","2013-05-26 14:50:58.951","{""Deleted Scenes""}","'agent':2 'ancient':19 'beret':1 'boy':11 'china':20 'crocodil':8 'must':13 'overcom':14 'saga':5 'taut':4 'technic':16 'writer':17",7,67,"2006-02-15 10:05:03",7,"Grace","Mostel","2013-05-26 14:47:57.62",1,"English             ","2006-02-15 10:02:19"
96,"Breaking Home","A Beautiful Display of a Secret Agent And a Monkey who must Battle a Sumo Wrestler in An Abandoned Mine Shaft",2006,1,4,"2.99",169,"21.99","PG-13","2013-05-26 14:50:58.951","{Trailers,Commentaries}","'abandon':21 'agent':9 'battl':15 'beauti':4 'break':1 'display':5 'home':2 'mine':22 'monkey':12 'must':14 'secret':8 'shaft':23 'sumo':17 'wrestler':18",7,96,"2006-02-15 10:05:03",7,"Grace","Mostel","2013-05-26 14:47:57.62",1,"English             ","2006-02-15 10:02:19"
170,"Command Darling","A Awe-Inspiring Tale of a Forensic Psychologist And a Woman who must Challenge a Database Administrator in Ancient Japan",2006,1,5,"4.99",120,"28.99","PG-13","2013-05-26 14:50:58.951","{""Behind the Scenes""}","'administr':20 'ancient':22 'awe':5 'awe-inspir':4 'challeng':17 'command':1 'darl':2 'databas':19 'forens':10 'inspir':6 'japan':23 'must':16 'psychologist':11 'tale':7 'woman':14",7,170,"2006-02-15 10:05:03",7,"Grace","Mostel","2013-05-26 14:47:57.62",1,"English             ","2006-02-15 10:02:19"
173,"Confessions Maguire","A Insightful Story of a Car And a Boy who must Battle a Technical Writer in A Baloon",2006,1,7,"4.99",65,"25.99","PG-13","2013-05-26 14:50:58.951","{""Behind the Scenes""}","'baloon':20 'battl':14 'boy':11 'car':8 'confess':1 'insight':4 'maguir':2 'must':13 'stori':5 'technic':16 'writer':17",7,173,"2006-02-15 10:05:03",7,"Grace","Mostel","2013-05-26 14:47:57.62",1,"English             ","2006-02-15 10:02:19"
217,"Dazed Punk","A Action-Packed Story of a Pioneer And a Technical Writer who must Discover a Forensic Psychologist in An Abandoned Amusement Park",2006,1,6,"4.99",120,"20.99","G","2013-05-26 14:50:58.951","{Commentaries,""Deleted Scenes""}","'abandon':23 'action':5 'action-pack':4 'amus':24 'daze':1 'discov':17 'forens':19 'must':16 'pack':6 'park':25 'pioneer':10 'psychologist':20 'punk':2 'stori':7 'technic':13 'writer':14",7,217,"2006-02-15 10:05:03",7,"Grace","Mostel","2013-05-26 14:47:57.62",1,"English             ","2006-02-15 10:02:19"
218,"Deceiver Betrayed","A Taut Story of a Moose And a Squirrel who must Build a Husband in Ancient India",2006,1,7,"0.99",122,"22.99","NC-17","2013-05-26 14:50:58.951","{Trailers,Commentaries,""Deleted Scenes"",""Behind the Scenes""}","'ancient':18 'betray':2 'build':14 'deceiv':1 'husband':16 'india':19 'moos':8 'must':13 'squirrel':11 'stori':5 'taut':4",7,218,"2006-02-15 10:05:03",7,"Grace","Mostel","2013-05-26 14:47:57.62",1,"English             ","2006-02-15 10:02:19"
225,"Destination Jerk","A Beautiful Yarn of a Teacher And a Cat who must Build a Car in A U-Boat",2006,1,3,"0.99",76,"19.99","PG-13","2013-05-26 14:50:58.951","{Trailers,Commentaries,""Behind the Scenes""}","'beauti':4 'boat':21 'build':14 'car':16 'cat':11 'destin':1 'jerk':2 'must':13 'teacher':8 'u':20 'u-boat':19 'yarn':5",7,225,"2006-02-15 10:05:03",7,"Grace","Mostel","2013-05-26 14:47:57.62",1,"English             ","2006-02-15 10:02:19"
292,"Excitement Eve","A Brilliant Documentary of a Monkey And a Car who must Conquer a Crocodile in A Shark Tank",2006,1,3,"0.99",51,"20.99","G","2013-05-26 14:50:58.951","{Commentaries}","'brilliant':4 'car':11 'conquer':14 'crocodil':16 'documentari':5 'eve':2 'excit':1 'monkey':8 'must':13 'shark':19 'tank':20",7,292,"2006-02-15 10:05:03",7,"Grace","Mostel","2013-05-26 14:47:57.62",1,"English             ","2006-02-15 10:02:19"
351,"Gaslight Crusade","A Amazing Epistle of a Boy And a Astronaut who must Redeem a Man in The Gulf of Mexico",2006,1,4,"2.99",106,"10.99","PG","2013-05-26 14:50:58.951","{Trailers,""Deleted Scenes""}","'amaz':4 'astronaut':11 'boy':8 'crusad':2 'epistl':5 'gaslight':1 'gulf':19 'man':16 'mexico':21 'must':13 'redeem':14",7,351,"2006-02-15 10:05:03",7,"Grace","Mostel","2013-05-26 14:47:57.62",1,"English             ","2006-02-15 10:02:19"
414,"Hellfighters Sierra","A Taut Reflection of a A Shark And a Dentist who must Battle a Boat in Soviet Georgia",2006,1,3,"2.99",75,"23.99","PG","2013-05-26 14:50:58.951","{""Deleted Scenes"",""Behind the Scenes""}","'battl':15 'boat':17 'dentist':12 'georgia':20 'hellfight':1 'must':14 'reflect':5 'shark':9 'sierra':2 'soviet':19 'taut':4",7,414,"2006-02-15 10:05:03",7,"Grace","Mostel","2013-05-26 14:47:57.62",1,"English             ","2006-02-15 10:02:19"
463,"Instinct Airport","A Touching Documentary of a Mad Cow And a Explorer who must Confront a Butler in A Manhattan Penthouse",2006,1,4,"2.99",116,"21.99","PG","2013-05-26 14:50:58.951","{Commentaries,""Deleted Scenes""}","'airport':2 'butler':17 'confront':15 'cow':9 'documentari':5 'explor':12 'instinct':1 'mad':8 'manhattan':20 'must':14 'penthous':21 'touch':4",7,463,"2006-02-15 10:05:03",7,"Grace","Mostel","2013-05-26 14:47:57.62",1,"English             ","2006-02-15 10:02:19"
554,"Malkovich Pet","A Intrepid Reflection of a Waitress And a A Shark who must Kill a Squirrel in The Outback",2006,1,6,"2.99",159,"22.99","G","2013-05-26 14:50:58.951","{""Behind the Scenes""}","'intrepid':4 'kill':15 'malkovich':1 'must':14 'outback':20 'pet':2 'reflect':5 'shark':12 'squirrel':17 'waitress':8",7,554,"2006-02-15 10:05:03",7,"Grace","Mostel","2013-05-26 14:47:57.62",1,"English             ","2006-02-15 10:02:19"
618,"Necklace Outbreak","A Astounding Epistle of a Database Administrator And a Mad Scientist who must Pursue a Cat in California",2006,1,3,"0.99",132,"21.99","PG","2013-05-26 14:50:58.951","{Trailers,Commentaries,""Behind the Scenes""}","'administr':9 'astound':4 'california':20 'cat':18 'databas':8 'epistl':5 'mad':12 'must':15 'necklac':1 'outbreak':2 'pursu':16 'scientist':13",7,618,"2006-02-15 10:05:03",7,"Grace","Mostel","2013-05-26 14:47:57.62",1,"English             ","2006-02-15 10:02:19"
633,"October Submarine","A Taut Epistle of a Monkey And a Boy who must Confront a Husband in A Jet Boat",2006,1,6,"4.99",54,"10.99","PG-13","2013-05-26 14:50:58.951","{Trailers,Commentaries,""Behind the Scenes""}","'boat':20 'boy':11 'confront':14 'epistl':5 'husband':16 'jet':19 'monkey':8 'must':13 'octob':1 'submarin':2 'taut':4",7,633,"2006-02-15 10:05:03",7,"Grace","Mostel","2013-05-26 14:47:57.62",1,"English             ","2006-02-15 10:02:19"
637,"Open African","A Lacklusture Drama of a Secret Agent And a Explorer who must Discover a Car in A U-Boat",2006,1,7,"4.99",131,"16.99","PG","2013-05-26 14:50:58.951","{Trailers,Commentaries}","'african':2 'agent':9 'boat':22 'car':17 'discov':15 'drama':5 'explor':12 'lacklustur':4 'must':14 'open':1 'secret':8 'u':21 'u-boat':20",7,637,"2006-02-15 10:05:03",7,"Grace","Mostel","2013-05-26 14:47:57.62",1,"English             ","2006-02-15 10:02:19"
691,"Poseidon Forever","A Thoughtful Epistle of a Womanizer And a Monkey who must Vanquish a Dentist in A Monastery",2006,1,6,"4.99",159,"29.99","PG-13","2013-05-26 14:50:58.951","{Commentaries}","'dentist':16 'epistl':5 'forev':2 'monasteri':19 'monkey':11 'must':13 'poseidon':1 'thought':4 'vanquish':14 'woman':8",7,691,"2006-02-15 10:05:03",7,"Grace","Mostel","2013-05-26 14:47:57.62",1,"English             ","2006-02-15 10:02:19"
758,"Saints Bride","A Fateful Tale of a Technical Writer And a Composer who must Pursue a Explorer in The Gulf of Mexico",2006,1,5,"2.99",125,"11.99","G","2013-05-26 14:50:58.951","{""Deleted Scenes""}","'bride':2 'compos':12 'explor':17 'fate':4 'gulf':20 'mexico':22 'must':14 'pursu':15 'saint':1 'tale':5 'technic':8 'writer':9",7,758,"2006-02-15 10:05:03",7,"Grace","Mostel","2013-05-26 14:47:57.62",1,"English             ","2006-02-15 10:02:19"
766,"Savannah Town","A Awe-Inspiring Tale of a Astronaut And a Database Administrator who must Chase a Secret Agent in The Gulf of Mexico",2006,1,5,"0.99",84,"25.99","PG-13","2013-05-26 14:50:58.951","{Commentaries,""Deleted Scenes"",""Behind the Scenes""}","'administr':14 'agent':20 'astronaut':10 'awe':5 'awe-inspir':4 'chase':17 'databas':13 'gulf':23 'inspir':6 'mexico':25 'must':16 'savannah':1 'secret':19 'tale':7 'town':2",7,766,"2006-02-15 10:05:03",7,"Grace","Mostel","2013-05-26 14:47:57.62",1,"English             ","2006-02-15 10:02:19"
770,"Scissorhands Slums","A Awe-Inspiring Drama of a Girl And a Technical Writer who must Meet a Feminist in The Canadian Rockies",2006,1,5,"2.99",147,"13.99","G","2013-05-26 14:50:58.951","{Commentaries,""Deleted Scenes"",""Behind the Scenes""}","'awe':5 'awe-inspir':4 'canadian':22 'drama':7 'feminist':19 'girl':10 'inspir':6 'meet':17 'must':16 'rocki':23 'scissorhand':1 'slum':2 'technic':13 'writer':14",7,770,"2006-02-15 10:05:03",7,"Grace","Mostel","2013-05-26 14:47:57.62",1,"English             ","2006-02-15 10:02:19"
805,"Sleepless Monsoon","A Amazing Saga of a Moose And a Pastry Chef who must Escape a Butler in Australia",2006,1,5,"4.99",64,"12.99","G","2013-05-26 14:50:58.951","{Trailers,""Deleted Scenes"",""Behind the Scenes""}","'amaz':4 'australia':19 'butler':17 'chef':12 'escap':15 'monsoon':2 'moos':8 'must':14 'pastri':11 'saga':5 'sleepless':1",7,805,"2006-02-15 10:05:03",7,"Grace","Mostel","2013-05-26 14:47:57.62",1,"English             ","2006-02-15 10:02:19"
806,"Sleepy Japanese","A Emotional Epistle of a Moose And a Composer who must Fight a Technical Writer in The Outback",2006,1,4,"2.99",137,"25.99","PG","2013-05-26 14:50:58.951","{Trailers,Commentaries,""Deleted Scenes""}","'compos':11 'emot':4 'epistl':5 'fight':14 'japanes':2 'moos':8 'must':13 'outback':20 'sleepi':1 'technic':16 'writer':17",7,806,"2006-02-15 10:05:03",7,"Grace","Mostel","2013-05-26 14:47:57.62",1,"English             ","2006-02-15 10:02:19"
846,"Sting Personal","A Fanciful Drama of a Frisbee And a Dog who must Fight a Madman in A Jet Boat",2006,1,3,"4.99",93,"9.99","NC-17","2013-05-26 14:50:58.951","{Commentaries,""Deleted Scenes"",""Behind the Scenes""}","'boat':20 'dog':11 'drama':5 'fanci':4 'fight':14 'frisbe':8 'jet':19 'madman':16 'must':13 'person':2 'sting':1",7,846,"2006-02-15 10:05:03",7,"Grace","Mostel","2013-05-26 14:47:57.62",1,"English             ","2006-02-15 10:02:19"
900,"Town Ark","A Awe-Inspiring Documentary of a Moose And a Madman who must Meet a Dog in An Abandoned Mine Shaft",2006,1,6,"2.99",136,"17.99","R","2013-05-26 14:50:58.951","{""Behind the Scenes""}","'abandon':21 'ark':2 'awe':5 'awe-inspir':4 'documentari':7 'dog':18 'inspir':6 'madman':13 'meet':16 'mine':22 'moos':10 'must':15 'shaft':23 'town':1",7,900,"2006-02-15 10:05:03",7,"Grace","Mostel","2013-05-26 14:47:57.62",1,"English             ","2006-02-15 10:02:19"
901,"Tracy Cider","A Touching Reflection of a Database Administrator And a Madman who must Build a Lumberjack in Nigeria",2006,1,3,"0.99",142,"29.99","G","2013-05-26 14:50:58.951","{Trailers,Commentaries,""Behind the Scenes""}","'administr':9 'build':15 'cider':2 'databas':8 'lumberjack':17 'madman':12 'must':14 'nigeria':19 'reflect':5 'touch':4 'traci':1",7,901,"2006-02-15 10:05:03",7,"Grace","Mostel","2013-05-26 14:47:57.62",1,"English             ","2006-02-15 10:02:19"
910,"Treatment Jekyll","A Boring Story of a Teacher And a Student who must Outgun a Cat in An Abandoned Mine Shaft",2006,1,3,"0.99",87,"19.99","PG","2013-05-26 14:50:58.951","{Trailers,""Deleted Scenes"",""Behind the Scenes""}","'abandon':19 'bore':4 'cat':16 'jekyl':2 'mine':20 'must':13 'outgun':14 'shaft':21 'stori':5 'student':11 'teacher':8 'treatment':1",7,910,"2006-02-15 10:05:03",7,"Grace","Mostel","2013-05-26 14:47:57.62",1,"English             ","2006-02-15 10:02:19"
957,"War Notting","A Boring Drama of a Teacher And a Sumo Wrestler who must Challenge a Secret Agent in The Canadian Rockies",2006,1,7,"4.99",80,"26.99","G","2013-05-26 14:50:58.951","{""Deleted Scenes"",""Behind the Scenes""}","'agent':18 'bore':4 'canadian':21 'challeng':15 'drama':5 'must':14 'not':2 'rocki':22 'secret':17 'sumo':11 'teacher':8 'war':1 'wrestler':12",7,957,"2006-02-15 10:05:03",7,"Grace","Mostel","2013-05-26 14:47:57.62",1,"English             ","2006-02-15 10:02:19"
959,"Warlock Werewolf","A Astounding Yarn of a Pioneer And a Crocodile who must Defeat a A Shark in The Outback",2006,1,6,"2.99",83,"10.99","G","2013-05-26 14:50:58.951","{Commentaries,""Behind the Scenes""}","'astound':4 'crocodil':11 'defeat':14 'must':13 'outback':20 'pioneer':8 'shark':17 'warlock':1 'werewolf':2 'yarn':5",7,959,"2006-02-15 10:05:03",7,"Grace","Mostel","2013-05-26 14:47:57.62",1,"English             ","2006-02-15 10:02:19"
47,"Baby Hall","A Boring Character Study of a A Shark And a Girl who must Outrace a Feminist in An Abandoned Mine Shaft",2006,1,5,"4.99",153,"23.99","NC-17","2013-05-26 14:50:58.951","{Commentaries}","'abandon':21 'babi':1 'bore':4 'charact':5 'feminist':18 'girl':13 'hall':2 'mine':22 'must':15 'outrac':16 'shaft':23 'shark':10 'studi':6",8,47,"2006-02-15 10:05:03",8,"Matthew","Johansson","2013-05-26 14:47:57.62",1,"English             ","2006-02-15 10:02:19"
115,"Campus Remember","A Astounding Drama of a Crocodile And a Mad Cow who must Build a Robot in A Jet Boat",2006,1,5,"2.99",167,"27.99","R","2013-05-26 14:50:58.951","{""Behind the Scenes""}","'astound':4 'boat':21 'build':15 'campus':1 'cow':12 'crocodil':8 'drama':5 'jet':20 'mad':11 'must':14 'rememb':2 'robot':17",8,115,"2006-02-15 10:05:03",8,"Matthew","Johansson","2013-05-26 14:47:57.62",1,"English             ","2006-02-15 10:02:19"
158,"Clones Pinocchio","A Amazing Drama of a Car And a Robot who must Pursue a Dentist in New Orleans",2006,1,6,"2.99",124,"16.99","R","2013-05-26 14:50:58.951","{""Behind the Scenes""}","'amaz':4 'car':8 'clone':1 'dentist':16 'drama':5 'must':13 'new':18 'orlean':19 'pinocchio':2 'pursu':14 'robot':11",8,158,"2006-02-15 10:05:03",8,"Matthew","Johansson","2013-05-26 14:47:57.62",1,"English             ","2006-02-15 10:02:19"
179,"Conquerer Nuts","A Taut Drama of a Mad Scientist And a Man who must Escape a Pioneer in An Abandoned Mine Shaft",2006,1,4,"4.99",173,"14.99","G","2013-05-26 14:50:58.951","{Commentaries,""Deleted Scenes"",""Behind the Scenes""}","'abandon':20 'conquer':1 'drama':5 'escap':15 'mad':8 'man':12 'mine':21 'must':14 'nut':2 'pioneer':17 'scientist':9 'shaft':22 'taut':4",8,179,"2006-02-15 10:05:03",8,"Matthew","Johansson","2013-05-26 14:47:57.62",1,"English             ","2006-02-15 10:02:19"
